AAVE,Cardano,Cosmos,Avalanche,Binance,Bitcoin,Pancake,CatGirl,DogeCoin,PolkaDot,Ethereum,ChainLink,LiteCoin,Decentraland,Polygon,NEAR.Protocol,PAX.Gold,Shiba.Inu,SushiSwap,TRON,Unicorn
AAVE-USD,ADA-USD,ATOM-USD,AVAX-USD,BNB-USD,BTC-USD,CAKE-USD,CATGIRL-USD,DOGE-USD,DOT-USD,ETH-USD,LINK-USD,LTC-USD,MANA-USD,MATIC-USD,NEAR-USD,PAXG-USD,SHIB-USD,SUSHI-USD,TRX-USD,UNI-USD
